"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"989876079316746240","","","2018-04-27 14:37:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @paiza_official: 鷹の爪団がプログラミングで世界征服…？このツイートをRTすると25名様に新しい時代の風を送るハイテク機器をプレゼント！
 https://t.co/IHuN011fC0 #paizaで世界征服 https://t.co/Nganq5eTpW","988593366165348352","1550044495","2018-04-24 01:40:00 +0000","https://paiza.jp/poh/takanotsume,https://twitter.com/paiza_official/status/988593366165348352/video/1,https://paiza.jp/poh/takanotsume,https://twitter.com/paiza_official/status/988593366165348352/video/1"
"987334218777747457","","","2018-04-20 14:16:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LibreOfficeでLinux/WindowsとmacOSのフォントのWeightの扱いの違いはどうにかならないものか","","","",""
"983907011111804928","","","2018-04-11 03:18:06 +0000","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","RT @kawatan: C#で書いたディープラーニング(ディープニューラルネットワーク)のライブラリ「Megalopolis 1.0 (メガロポリス)」が出来ました。.NET標準(.NET Standard 2.0)のクラスライブラリのみでつくったのでお好きな環境にコピーする…","983331660992167936","4666871","2018-04-09 13:11:52 +0000","https://github.com/kawatan/Megalopolis"
"976465296117518344","","","2018-03-21 14:27:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VisualState名の翻訳やめーや
https://t.co/CHRb7dYNnF","","","","https://docs.microsoft.com/ja-jp/dotnet/framework/wpf/controls/button-styles-and-templates"
"975643618458288128","","","2018-03-19 08:02:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AV1のエンコードをCore 2 Duoでやってみると，350*300の動画でさえ4Fpmしか出ないってどういうことや…","","","",""
"971958441550860289","","","2018-03-09 03:58:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","https://t.co/MLCNV2ho5M
Windows 2000でエクスプローラにタブ追加する機能ってあったっけ…？
Windows Live ToolbarかQTTabBarあたり使えば使えると思ったけど，標準機能であったっけ？","","","","http://blog.livedoor.jp/blackwingcat/archives/1964535.html"
"968059438274830336","968054695133511680","6186722","2018-02-26 09:45:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@vivisuke Assets/Resourcesフォルダにcatを移動させてはいかがでしょうか．","","","",""
"938392616458002432","","","2017-12-06 13:00:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","macOSのMonth 13問題はいつパッチ出るんだろ？","","","",""
"928608088734670868","","","2017-11-09 12:59:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ubuntu: Discovering snaps with .NET and Microsoft https://t.co/8XsqyUKn3W","928605091925581824","2480951","2017-11-09 12:48:01 +0000","http://bit.ly/2m6Nnre,http://bit.ly/2m6Nnre"
"928257174223982592","","","2017-11-08 13:45:31 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @nitra: IDE support in Nitra [rus]
(please retweet)
https://t.co/2dLhrO7bnm","924675125651189761","757045753","2017-10-29 16:31:44 +0000","https://www.youtube.com/watch?v=tDwf7zHREvY,https://www.youtube.com/watch?v=tDwf7zHREvY"
"909778506388664320","","","2017-09-18 13:57:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","突発的なツイートにご注意","","","",""
"909778395415711744","","","2017-09-18 13:57:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","satella.ioをMonoGameで表示できるようにしようと思ったけど，やっぱり型なし言語(CoffeeScript)は読めなかったよ…orz","","","",""
"905766862193008640","","","2017-09-07 12:17:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","https://t.co/2S1NxsHMC7
Nitraで作る，Nemerle 2.x と Cx＃(C＃のスーパーセット？)が計画されているらしい．
マクロを実行するところ～ILコード生成はまだ未実装らしい？（ロシア語読めない…）","","","","http://rsdn.org/wiki/wiki.Nitra.DotNetLanguages"
"901820120443396096","","","2017-08-27 14:54:06 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Googleの失敗から学ぶ(BGP, IPルーティングの勉強する)
https://t.co/cXkIvQqixJ","","","","http://www.atmarkit.co.jp/ait/articles/0111/06/news002.html"
"901306612836581376","","","2017-08-26 04:53:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UWPって，System.Threading.Threadがなくなってるのか…","","","",""
"899483583177302016","","","2017-08-21 04:09:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @NetSeed: CommonなInterfaceに対するReferenceなUnitTestを誰か作ってくれないかしら。。。
IList&lt;T&gt;はこうあるべきとかIDictionary&lt;TKey,TValue&gt;はこうあるべきみたいな（当然網羅は出来ないことは重々承知してる","899473470873980929","18389200","2017-08-21 03:29:21 +0000",""
"896547118822838273","","","2017-08-13 01:41:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","C＃はオーバーロードの型推論がゴミ","","","",""
"895288433093914624","","","2017-08-09 14:19:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Qiitaに乗ってたやつをそのままコピペしただけ
 https://t.co/RJjceNgm66","","","","https://paiza.jp/poh/phantom_thief/result/d2c70be2"
"889097798800375808","","","2017-07-23 12:20:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @kamiya_owl: 5! https://t.co/qV8H23aRWH https://t.co/P3f1apyO37","889076145559187456","172286469","2017-07-23 10:54:05 +0000","https://shar.es/1TucE7,https://twitter.com/kamiya_owl/status/889076145559187456/photo/1,https://shar.es/1TucE7,https://twitter.com/kamiya_owl/status/889076145559187456/photo/1"
"884375296417251328","","","2017-07-10 11:34:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @SSukimu: 英語圏に向けたEISLのプロモーションビデオを作りました。ひどい日本訛り英語であります。（笑い）　通じりゃいいじゃん！
https://t.co/PUPJ5YaWAb","884349415485448192","3048973752","2017-07-10 09:51:45 +0000","https://www.youtube.com/watch?v=DNyMse1MTy8&feature=youtu.be,https://www.youtube.com/watch?v=DNyMse1MTy8&feature=youtu.be"
"880729593262374912","880713295455551488","172286469","2017-06-30 10:07:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kamiya_owl 黒魔術をC#に持ってくるのやめてください！（切実）","","","",""
"871345861388771328","","","2017-06-04 12:40:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SMTの特許って，もう切れたんかな？","","","",""
"871169394633654272","","","2017-06-04 00:59:03 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MonoGame 3.7, 後3日で正式版出せるのだろうか…","","","",""
"868641138227290112","868640951773810688","63634629","2017-05-28 01:32:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@nagat01 https://t.co/TDtgkzNoFT
これ見ると，実装自体はもう完了したらしいので，Vs 2017 Update 3でできるようになりそうです．","","","","https://github.com/Microsoft/visualfsharp/pull/2692"
"868640383042854912","868637176661028865","63634629","2017-05-28 01:29:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@nagat01 Visual F# Power Toolsは，VS2017でVisual F# ToolsとしてVisualStudioコアに吸収されたのですが，設定項目が見当たらない＆使えないようです．もうちょっと調べてみます．","","","",""
"868619998453014529","","","2017-05-28 00:08:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".Net Core，IClonableとか，PlatformIDとか，ArrayListとか復活させちゃって正気かよ…という印象","","","",""
"868438883918204929","","","2017-05-27 12:08:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","F#って，プロトタイプ宣言みたいなものないのかね…","","","",""
"868395193824825344","","","2017-05-27 09:15:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Visual Studio 2017でF#プロジェクトにおいて，フォルダが作れないのは，バグ？","","","",""
"868062667595894785","868058417637629952","1731469764","2017-05-26 11:14:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","と思ったら，timespecのnsecが1秒以上超えているとだめなのか…","","","",""
"868058417637629952","","","2017-05-26 10:57:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Macで，nanosleep(const struct timespec *req, struct timespec *rem)をすると，正常動作せずに，-1が返ってくるけどなんでだろ？","","","",""
"864783313734520834","","","2017-05-17 10:03:03 +0000","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","RT @cocos2dx: Fortunately, the game bestseller list of Japanese Appstore are mostly powered by cocos. https://t.co/Ib0gHaZOXY","864728518432743424","178725224","2017-05-17 06:25:19 +0000","https://twitter.com/cocos2dx/status/864728518432743424/photo/1,https://twitter.com/cocos2dx/status/864728518432743424/photo/1"
"859576498981830656","","","2017-05-03 01:13:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WPF，DirectX 11を使うようになったってマジ？","","","",""
"858571214469480449","","","2017-04-30 06:38:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","くそコード(小声)
 https://t.co/NjzssrPA6x","","","","https://paiza.jp/poh/hundred_thousand/result/04eda230"
"853575400663859200","","","2017-04-16 11:46:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Windows 10，BluetoothでPINコードが空なデバイスを接続できない…","","","",""
"853061922165477376","","","2017-04-15 01:46:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Win10 Mobile勢，Jアラート届かなくて無事死亡","","","",""
"852000927699550208","851972701526695937","3097855788","2017-04-12 03:30:25 +0000","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","@h_tyokinuhata 最新のChromeも癌なので切り捨てよう！","","","",""
"848427837983932416","","","2017-04-02 06:52:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MonoGameの Microsoft.Xna. Framework. Media名前環境に実装されてないものが多すぎて草","","","",""
"848353813471797248","","","2017-04-02 01:58:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","COMのバグ？なぜかしら治った．何だったんだろう…","","","",""
"848141433705873408","","","2017-04-01 11:54:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","COMの呼び出しって，実行ファイルの場所によって結果が変わるとかいうドキュメントあったっけ？","","","",""
"848132590884106241","","","2017-04-01 11:19:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","実行ファイルの場所を変えれば動くとか，どんなクソコードになってるんだ，WindowsのCOM...","","","",""
"848130628977426432","","","2017-04-01 11:11:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ANSI WindowsAPIとCOMは消えるべき","","","",""
"847799647879835648","","","2017-03-31 13:16:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WebAssemblyのwast形式って，まんまS式なのね．うれしい","","","",""
"846212604712239104","846211617729654785","18389200","2017-03-27 04:09:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@NetSeed どっかのサイトで加算処理は.Netのほうがすこぶる速いっていうのを見た気がしますが","","","",""
"846211002634985472","846209946601512961","18389200","2017-03-27 04:03:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@NetSeed 放送を楽しみにしています＾＾","","","",""
"846206059861630981","846201361137987589","18389200","2017-03-27 03:43:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@NetSeed 
fcmlからdllをダウンロードしてJavaのbinフォルダに投げて，javaに引数つけてやれば，コンソールに出力してくれますね
https://t.co/ULz67X6xNw","","","","http://stackoverflow.com/questions/1503479/how-to-see-jit-compiled-code-in-jvm"
"845300337556672514","","","2017-03-24 15:44:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MonoGameでDXGIのサーフェスかませて，DirectWriteで文字描画できないかといろいろやってみたものの，簡単にはいかなかった．まあ，Skiaでも描画できるので，良しとするか．","","","",""
"845087739288571904","844950851487776769","366259733","2017-03-24 01:39:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@mattleibow 
That method returns actual height. Using it, it draws Japanese dirty. So I get character height from `SKPaint.GetFontMetrics` https://t.co/sZmGCKbJfL","","","","https://twitter.com/GnicoGplus/status/845087739288571904/photo/1"
"844585548031258625","","","2017-03-22 16:24:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SkiaSharpの文字の高さの情報の取得方法がわからん…","","","",""
"844583091179970560","","","2017-03-22 16:14:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SkiaSharpで文字描画して，MonoGameに食わせてやったら，すぐに表示できて感動した","","","",""
"844572682981015553","","","2017-03-22 15:33:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TLにRAD Studioのインストーラの画像もVisualStudioのインストーラの画像も流れてくるので，比較用 https://t.co/vr2oFiJrSv","","","","https://twitter.com/GnicoGplus/status/844572682981015553/photo/1"
"844446347856134146","","","2017-03-22 07:11:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WPFフォントプロセッサで黒ずむ原因は色じゃなくて，GL_MAX_TEXTURE_SIZEを超えちゃうのが原因かな．フォントファイルからテクスチャを実行時に作るの作らなきゃ...","","","",""
"844438658048512000","","","2017-03-22 06:40:39 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","https://t.co/4irG5oriEaのhttps://t.co/455hEtlHn5.ES20.PixelFormat.Rgbaのデータはそれぞれ何bitずつなんだろ…","","","","http://Xamarin.Android,http://OpenTK.Graphics"
"843820264446087170","","","2017-03-20 13:43:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VisualBasic .Netの遅延バインディングがSystem.Dynamicを直接使ってなくて驚いた","","","",""
"842996180275535872","","","2017-03-18 07:08:46 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","リソースは共通化できないのかな？","","","",""
"842994983191830528","","","2017-03-18 07:04:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","何で今まで，リソースはresxファイルだったのに，UWPはreswファイルなんだ…？","","","",""
"842989365513003010","","","2017-03-18 06:41:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MonoGame on MonoDroidでWPFフォントプロセッサのSpriteFontが表示できないぃぃぃ…","","","",""
"841929386941153283","","","2017-03-15 08:29:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","(当方はXamarinのことばかりをツイートするアカウントでは)ないです","","","",""
"841850201027432448","","","2017-03-15 03:15:03 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mcs(Mono C＃ コンパイラ)がC＃7に対応していないらしい？
（XamarinとGtk＃とWPFつかって，モバイルOSだけでなくLinuxやWindows用にもビルドしたい身としては早く改善してほしい） https://t.co/LfNHC8877j","","","","https://twitter.com/GnicoGplus/status/841850201027432448/photo/1"
"841667439599411200","","","2017-03-14 15:08:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","XamarinではまだC#7でビルドできないっぽい？","","","",""
"841653298767704064","","","2017-03-14 14:12:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".Net Core，OutputTypeをExeに指定してるのに，dllが出力される…","","","",""
"839751846457597952","839736917465808896","48960040","2017-03-09 08:16:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@zecl FNAとMonoGame，どっちのほうがいいんですか，先生(´･_･`)","","","",""
"839430292465156096","","","2017-03-08 10:59:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","やはり，Visual Studio 2017 RTMでも，Nemerleの拡張機能は動作しない模様．","","","",""
"839428011313147904","","","2017-03-08 10:50:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","マリカーはリオデジャネイロの都市名だけど，商標登録だとか，権利主張だとかできるのかな？","","","",""
"838300629097275392","838222496105037824","1731469764","2017-03-05 08:10:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@GnicoGplus 3.6からGraphicsProfileあたりが変更されてて，ちゃんとHiDef設定にしないといけなかったらしい．","","","",""
"838229468640509952","838228661195046914","1731469764","2017-03-05 03:27:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@GnicoGplus 文字サイズを大きくしても死ぬので，ファイルサイズが原因らしい．","","","",""
"838228661195046914","","","2017-03-05 03:24:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","第二水準の漢字を含めるようにすると死ぬらしい","","","",""
"838223562548862976","","","2017-03-05 03:04:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","新しいプロジェクト作ってやると正常動作するなぁ…","","","",""
"838222496105037824","","","2017-03-05 02:59:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MonoGame 3.6では，WPFフォントプロセッサは使えないっぽい？","","","",""
"833686210040131586","833683355564511232","328408248","2017-02-20 14:34:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@gaku3601 golangは素朴だけど，ジェネリクス使えないから（同じようなことしようとするとreflect（闇）とかgenerate（黒魔術）とか使わないといけないらしい），僕から見ると，golang使っている人はドMにしか見えない(´・ω・｀)","","","",""
"833609780639854594","","","2017-02-20 09:30:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Androidは地雷だと思うので，元に戻して，どうぞ

NuAns NEOがAndroid 7.1搭載スマホとして“Reloaded” ～おサイフケータイ、指紋認証対応。価格は49,800円 - PC Watch https://t.co/n3o4VWMJsH","","","","http://pc.watch.impress.co.jp/docs/news/1045228.html"
"832359493778280448","","","2017-02-16 22:42:22 +0000","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","RT @Tokyo_Fire_D: 大井消防署では、平成２９年２月９日（木）午後６時頃、東急大井町駅ホーム上で心肺停止となった男性の救命活動に、協力いただいた女性に感謝をお伝えしたく探しております。
連絡先：大井消防署（予防課自衛消防担当）
電話：03-3765-0119（内線…","832105116354310146","732227569","2017-02-16 05:51:34 +0000","https://twitter.com/Tokyo_Fire_D/status/832105116354310146/photo/1"
"830782923607461889","","","2017-02-12 14:17:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Nitra Nemerleが出たら，NemerleとXamarinでモバイル開発するんだ（希望的観測)","","","",""
